SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBEß,MMR1
6978886,SAN MATEO,PRIVATE,,SAN MATEO,ST. MATTHEW'S EPISCOPAL DAY SCHOOL,48,0,1,47
6978928,SAN MATEO,PRIVATE,,SAN MATEO,ST. TIMOTHY,18,0,0,18
6978597,SAN MATEO,PRIVATE,,SAN MATEO,THE CAREY SCHOOL,39,0,0,39
6978498,SAN MATEO,PRIVATE,,SOUTH SAN FRANCISCO,ALL SOULS CATHOLIC ELEMENTARY,34,0,1,33
7063662,SAN MATEO,PRIVATE,,SOUTH SAN FRANCISCO,MILLS MONTESSORI,11,0,0,11
6978936,SAN MATEO,PRIVATE,,SOUTH SAN FRANCISCO,ST. VERONICA CATHOLIC SCHOOL,35,0,0,35
6045256,SANTA BARBARA,PUBLIC,BALLARD ELEMENTARY,SOLVANG,BALLARD ELEMENTARY,18,0,4,14
6045264,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,BENJAMIN FOXEN ELEMENTARY,18,0,1,17
111773,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,FAMILY PARTNERSHIP HOME STUDY CHARTER,24,0,7,14
124255,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,TRIVIUM CHARTER,73,0,17,56
6119804,SANTA BARBARA,PUBLIC,BUELLTON UNION ELEMENTARY,BUELLTON,OAK VALLEY ELEMENTARY,93,0,3,90
6045298,SANTA BARBARA,PUBLIC,CARPINTERIA UNIFIED,CARPINTERIA,ALISO ELEMENTARY,47,1,0,41
6045306,SANTA BARBARA,PUBLIC,CARPINTERIA UNIFIED,CARPINTERIA,CANALINO ELEMENTARY,105,0,0,105
102129,SANTA BARBARA,PUBLIC,CARPINTERIA UNIFIED,CARPINTERIA,CARPINTERIA FAMILY,12,0,4,8
6045348,SANTA BARBARA,PUBLIC,COLD SPRING ELEMENTARY,SANTA BARBARA,COLD SPRING ELEMENTARY,16,0,2,14
6045355,SANTA BARBARA,PUBLIC,COLLEGE ELEMENTARY,SANTA YNEZ,COLLEGE ELEMENTARY,22,0,2,20
6118434,SANTA BARBARA,PUBLIC,COLLEGE ELEMENTARY,SANTA YNEZ,SANTA YNEZ VALLEY CHARTER,16,0,1,14
6045389,SANTA BARBARA,PUBLIC,CUYAMA JOINT UNIFIED,NEW CUYAMA,CUYAMA ELEMENTARY,20,0,1,19
6067110,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,BRANDON ELEMENTARY,76,0,3,73
6045421,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,ELLWOOD ELEMENTARY,61,0,4,57
6045470,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,ISLA VISTA ELEMENTARY,95,1,4,90
6045488,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,KELLOGG ELEMENTARY,68,0,8,60
6045496,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,LA PATERA ELEMENTARY,73,0,3,70
6045405,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,SANTA BARBARA,EL CAMINO ELEMENTARY,36,0,0,36
6045447,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,SANTA BARBARA,FOOTHILL ELEMENTARY,73,0,5,68
6045462,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,SANTA BARBARA,HOLLISTER ELEMENTARY,78,0,1,77
6045504,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,SANTA BARBARA,MOUNTAIN VIEW ELEMENTARY,37,0,3,34
6045512,SANTA BARBARA,PUBLIC,GUADALUPE UNION ELEMENTARY,GUADALUPE,MARY BUREN ELEMENTARY,142,0,1,141
6045538,SANTA BARBARA,PUBLIC,HOPE ELEMENTARY,SANTA BARBARA,HOPE ELEMENTARY,42,0,0,33
6045546,SANTA BARBARA,PUBLIC,HOPE ELEMENTARY,SANTA BARBARA,MONTE VISTA ELEMENTARY,35,2,3,30
6045553,SANTA BARBARA,PUBLIC,HOPE ELEMENTARY,SANTA BARBARA,VIEJA VALLEY ELEMENTARY,62,0,2,56
6045561,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,ARTHUR HAPGOOD ELEMENTARY,112,0,0,112
6045579,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,BUENA VISTA ELEMENTARY,123,0,2,121
6045587,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,CLARENCE RUTH ELEMENTARY,116,0,1,113
6045611,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,LA CANADA ELEMENTARY,112,0,1,111
6045629,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,LA HONDA ELEMENTARY,92,0,2,90
6045645,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,LEONORA FILLMORE ELEMENTARY,115,0,2,113
6045660,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,LOS BERROS ELEMENTARY,61,0,4,55
6068902,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,MIGUELITO ELEMENTARY,112,0,0,112
116921,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,VANDENBERG AFB,MANZANITA PUBLIC CHARTER,60,0,1,56
6045595,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,VANDENBERG AIR FORCE BASE,CRESTVIEW ELEMENTARY,110,0,0,109
6045710,SANTA BARBARA,PUBLIC,LOS OLIVOS ELEMENTARY,LOS OLIVOS,LOS OLIVOS ELEMENTARY,16,0,2,14
6045728,SANTA BARBARA,PUBLIC,MONTECITO UNION ELEMENTARY,SANTA BARBARA,MONTECITO UNION,53,0,11,42
6045702,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,LOS ALAMOS,OLGA L. REED ELEMENTARY,32,0,0,32
116434,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,ORCUTT,ORCUTT ACADEMY CHARTER,20,1,2,17
6045736,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,ALICE SHAW ELEMENTARY,79,0,2,76
6045777,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,JOE NIGHTINGALE ELEMENTARY,198,0,1,193
6045793,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,PATTERSON ROAD ELEMENTARY,66,0,2,63
6045801,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,PINE GROVE ELEMENTARY,78,0,4,73
6045744,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,RALPH DUNLAP ELEMENTARY,68,0,2,66
6069223,SANTA BARBARA,PUBLIC,SANTA BARBARA COUNTY OFFICE OF EDUCATION,SANTA BARBARA,SANTA BARBARA COUNTY SPECIAL EDUCATION,11,0,0,11
6111603,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,GOLETA,SANTA BARBARA CHARTER,46,0,7,22
6045819,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,ADAMS ELEMENTARY,102,0,3,99
6118202,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,ADELANTE CHARTER,43,1,3,34
6045827,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,CLEVELAND ELEMENTARY,47,1,0,46
6045835,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,FRANKLIN ELEMENTARY,108,0,0,107
6045850,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,HARDING UNIVERSITY PARTNERSHIP,90,0,1,89
6045884,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,MCKINLEY ELEMENTARY,80,0,0,80
6045892,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,MONROE ELEMENTARY,124,0,7,115
6095962,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,OPEN ALTERNATIVE,36,0,4,28
6045918,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,PEABODY CHARTER,105,1,3,90
6045926,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,ROOSEVELT ELEMENTARY,100,0,5,85
6116875,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,SANTA BARBARA COMMUNITY ACADEMY,48,0,0,47
6045934,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,WASHINGTON ELEMENTARY,75,1,6,68
6045959,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,ADAM -WILLIAM LAIRD- ELEMENTARY,198,0,0,198
6045967,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,ALVIN ELEMENTARY,173,0,0,172
6045975,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,ARELLANES -DON JUAN BAUTISTA- ELEMENTARY,43,0,0,43
6107007,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,BATTLES -WASHINGTON- ELEMENTARY,164,0,0,163
6045272,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,BONITA ELEMENTARY,97,0,0,96
6046064,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,BRUCE -ROBERT- ELEMENTARY,155,0,0,155
6046007,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,FAIRLAWN ELEMENTARY,128,0,0,128
102863,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,LIBERTY ELEMENTARY,129,0,0,128
6046031,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,MILLER -ISAAC- ELEMENTARY,132,0,0,132
6046049,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,OAKLEY -CALVIN C.- ELEMENTARY,184,0,0,184
6109268,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,ONTIVEROS -JUAN PACIFICO- ELEMENTARY,146,0,1,145
6046056,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,RICE -WILLIAM- ELEMENTARY,154,0,3,151
102848,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,SANCHEZ -DAVID J.- ELEMENTARY,161,0,0,160
6119812,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,TAYLOR -IDA REDMOND- ELEMENTARY,142,0,0,140
6046023,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,TUNNELL -MARTIN LUTHER- ELEMENTARY,177,0,1,175
6046072,SANTA BARBARA,PUBLIC,SOLVANG ELEMENTARY,SOLVANG,SOLVANG ELEMENTARY,74,0,7,67
6046080,SANTA BARBARA,PUBLIC,VISTA DEL MAR UNION,GAVIOTA,VISTA DE LAS CRUCES,11,0,1,10
7099849,SANTA BARBARA,PRIVATE,,GOLETA,COASTLINE CHRISTIAN ACADEMY,19,0,3,15
6965628,SANTA BARBARA,PRIVATE,,LOMPOC,LA PURISIMA CONCEPCION ELEMENTARY,17,0,0,17
6138457,SANTA BARBARA,PRIVATE,,SANTA BARBARA,CACHUMA ELEMENTARY & JUNIOR HIGH SCHOOL, ,,,
6979009,SANTA BARBARA,PRIVATE,,SANTA BARBARA,CRANE COUNTRY DAY SCHOOL,20,0,1,19
7079544,SANTA BARBARA,PRIVATE,,SANTA BARBARA,EL MONTECITO SCHOOL,13,0,4,9
6940290,SANTA BARBARA,PRIVATE,,SANTA BARBARA,LAGUNA BLANCA SCHOOL,26,0,2,19
6965644,SANTA BARBARA,PRIVATE,,SANTA BARBARA,MARYMOUNT OF SANTA BARBARA,15,0,1,14
6993836,SANTA BARBARA,PRIVATE,,SANTA BARBARA,NOTRE DAME,24,0,0,22
6965669,SANTA BARBARA,PRIVATE,,SANTA BARBARA,OUR LADY OF MT. CARMEL ELEMENTARY,22,0,0,22
6137533,SANTA BARBARA,PRIVATE,,SANTA BARBARA,PROVIDENCE - A SANTA BARBARA CHRISTIAN SCHOOL,13,0,0,13
6965719,SANTA BARBARA,PRIVATE,,SANTA BARBARA,ST. RAPHAEL ELEMENTARY,22,0,0,22
6905335,SANTA BARBARA,PRIVATE,,SANTA MARIA,PACIFIC CHRISTIAN,42,0,0,42
6965693,SANTA BARBARA,PRIVATE,,SANTA MARIA,ST. LOUIS DE MONTFORT ELEMENTARY,26,0,0,26
6965701,SANTA BARBARA,PRIVATE,,SANTA MARIA,ST. MARY OF THE ASSUMPTION SCHOOL,25,0,0,24
6932289,SANTA BARBARA,PRIVATE,,SANTA MARIA,VALLEY CHRISTIAN ACADEMY,47,0,3,43
6915789,SANTA BARBARA,PRIVATE,,SANTA YNEZ,SANTA YNEZ VALLEY CHRISTIAN ACADEMY,15,0,0,12
6046114,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,A. J. DORSA ELEMENTARY,78,0,0,76
108167,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,ADELANTE DUAL LANGUAGE ACADEMY,99,0,1,97
114900,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,ANTHONY P. RUSSO ACADEMY,113,1,2,110
6046247,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,APTITUD COMMUNITY ACADEMY AT GOSS,64,0,0,60
6046122,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,BEN PAINTER ELEMENTARY,78,0,1,75
6046239,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,CESAR CHAVEZ ELEMENTARY,81,0,0,76
6046130,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,CLYDE ARBUCKLE ELEMENTARY,59,0,0,57
6046155,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,DONALD J. MEYER ELEMENTARY,82,0,0,81
6046189,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,HORACE CURETON ELEMENTARY,94,0,1,87
107748,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,LEARNING IN AN URBAN COMMUNITY WITH HIGH ACHIEVEMENT -L.U.C.H.A.-,42,0,0,41
6046213,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,LINDA VISTA ELEMENTARY,124,0,0,119
6046221,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,LYNDALE ELEMENTARY,79,0,0,77
6046254,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,MILLARD MCCOLLAM ELEMENTARY,89,0,0,89
6046270,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,O. S. HUBBARD ELEMENTARY,63,0,0,63
6046304,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,SAN ANTONIO ELEMENTARY,66,0,0,66
6046312,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,SYLVIA CASSELL ELEMENTARY,81,0,0,77
6046320,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,THOMAS P. RYAN ELEMENTARY,64,0,0,63
6095335,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,BROOKTREE ELEMENTARY,73,0,0,73
6089288,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,CHERRYWOOD ELEMENTARY,77,0,0,77
6046361,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,LANEVIEW ELEMENTARY,70,0,2,68
6095343,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,MAJESTIC WAY ELEMENTARY,70,0,1,68
6046379,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,NOBLE ELEMENTARY,81,0,1,80
6046387,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,NORTHWOOD ELEMENTARY,90,0,0,90
6067177,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,RUSKIN ELEMENTARY,94,0,0,88
6095350,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,SUMMERDALE ELEMENTARY,84,0,0,83
6046403,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,TOYON ELEMENTARY,49,0,0,47
6093041,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,VINCI PARK ELEMENTARY,103,0,0,103
6046411,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,BAGBY ELEMENTARY,95,4,0,89
6046445,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,FAMMATRE ELEMENTARY,152,1,6,145
6046452,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,FARNHAM CHARTER,78,1,0,77
6046494,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,SARTORETTE CHARTER,75,1,2,72
6046536,SANTA CLARA,PUBLIC,CAMPBELL UNION,CAMPBELL,CAPRI ELEMENTARY,152,0,0,148
6046544,SANTA CLARA,PUBLIC,CAMPBELL UNION,CAMPBELL,CASTLEMONT ELEMENTARY,131,0,0,126
6046676,SANTA CLARA,PUBLIC,CAMPBELL UNION,CAMPBELL,ROSEMARY ELEMENTARY,112,1,0,109
106005,SANTA CLARA,PUBLIC,CAMPBELL UNION,CAMPBELL,VILLAGE,39,0,1,37
6046510,SANTA CLARA,PUBLIC,CAMPBELL UNION,SAN JOSE,BLACKFORD ELEMENTARY,104,0,1,103
6046577,SANTA CLARA,PUBLIC,CAMPBELL UNION,SAN JOSE,FOREST HILL ELEMENTARY,117,0,4,111
6046601,SANTA CLARA,PUBLIC,CAMPBELL UNION,SAN JOSE,LYNHAVEN ELEMENTARY,119,0,0,119
6046692,SANTA CLARA,PUBLIC,CAMPBELL UNION,SAN JOSE,SHERMAN OAKS ELEMENTARY,110,0,0,110
6046619,SANTA CLARA,PUBLIC,CAMPBELL UNION,SARATOGA,MARSHALL LANE ELEMENTARY,103,0,6,97
6046940,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,ABRAHAM LINCOLN ELEMENTARY,69,0,1,68
6046718,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,C. B. EATON ELEMENTARY,81,1,1,77
6046775,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,D. J. SEDGWICK ELEMENTARY,90,0,0,87
6046841,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,GARDEN GATE ELEMENTARY,95,0,0,93
6046759,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,L. P. COLLINS ELEMENTARY,105,0,0,105
6047088,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,STEVENS CREEK ELEMENTARY,75,0,1,74
6047112,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,WILLIAM FARIA ELEMENTARY,96,0,0,96
6047054,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,WILLIAM REGNART ELEMENTARY,44,0,0,44
6046981,SANTA CLARA,PUBLIC,CUPERTINO UNION,LOS ALTOS,MONTCLAIRE ELEMENTARY,65,0,0,64
6046908,SANTA CLARA,PUBLIC,CUPERTINO UNION,SAN JOSE,JOHN MUIR ELEMENTARY,29,0,0,29
6046965,SANTA CLARA,PUBLIC,CUPERTINO UNION,SAN JOSE,MANUEL DE VARGAS ELEMENTARY,90,0,1,88
6047039,SANTA CLARA,PUBLIC,CUPERTINO UNION,SAN JOSE,MURDOCK-PORTAL ELEMENTARY,96,0,0,96
6047005,SANTA CLARA,PUBLIC,CUPERTINO UNION,SAN JOSE,NELSON S. DILWORTH ELEMENTARY,51,0,0,51
6047047,SANTA CLARA,PUBLIC,CUPERTINO UNION,SAN JOSE,R. I. MEYERHOLZ ELEMENTARY,113,0,2,109
6046809,SANTA CLARA,PUBLIC,CUPERTINO UNION,SANTA CLARA,DWIGHT D. EISENHOWER ELEMENTARY,85,0,1,83
6067185,SANTA CLARA,PUBLIC,CUPERTINO UNION,SARATOGA,BLUE HILLS ELEMENTARY,56,0,2,52
6046932,SANTA CLARA,PUBLIC,CUPERTINO UNION,SARATOGA,CHRISTA MCAULIFFE ELEMENTARY,60,0,2,54
6046742,SANTA CLARA,PUBLIC,CUPERTINO UNION,SUNNYVALE,CHESTER W. NIMITZ ELEMENTARY,95,0,0,93
6046957,SANTA CLARA,PUBLIC,CUPERTINO UNION,SUNNYVALE,LOUIS E. STOCKLMEIR ELEMENTARY,188,0,2,184
6047104,SANTA CLARA,PUBLIC,CUPERTINO UNION,SUNNYVALE,WEST VALLEY ELEMENTARY,81,0,2,79
4330726,SANTA CLARA,PUBLIC,EAST SIDE UNION HIGH,SAN JOSE,ESCUELA POPULAR ACCELERATED FAMILY LEARNING,34,0,0,34
6047120,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,CADWALLADER ELEMENTARY,53,0,1,51
102616,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,CAROLYN A. CLARK ELEMENTARY,94,0,2,92
6067193,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,CEDAR GROVE ELEMENTARY,112,0,0,110
6107593,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,DOVE HILL ELEMENTARY,73,0,0,72
6047138,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,EVERGREEN ELEMENTARY,106,0,0,104
6047146,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,HOLLY OAK ELEMENTARY,96,0,0,95
6117956,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,JAMES FRANKLIN SMITH ELEMENTARY,99,0,3,96
6095988,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,JOHN J. MONTGOMERY ELEMENTARY,71,0,2,69
6047153,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,KATHERINE R. SMITH ELEMENTARY,129,0,0,126
6071534,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,LAURELWOOD ELEMENTARY,45,1,1,43
6105787,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,MILLBROOK ELEMENTARY,90,0,1,88
6102081,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,NORWOOD CREEK ELEMENTARY,91,0,0,89
6047161,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,O. B. WHALEY ELEMENTARY,91,0,0,90
6111942,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,SILVER OAK ELEMENTARY,66,0,1,64
6115851,SANTA CLARA,PUBLIC,EVERGREEN ELEMENTARY,SAN JOSE,TOM MATSUMOTO ELEMENTARY,98,1,1,96
6047211,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,CAPTAIN JASON M. DAHL ELEMENTARY, ,,,
121483,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,CORNERSTONE ACADEMY PREPARATORY,60,0,0,60
6047195,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,FRANKLIN ELEMENTARY, ,,,
6047203,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,G. W. HELLYER ELEMENTARY, ,,,
6109433,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,JEANNE R. MEADOWS ELEMENTARY, ,,,
6047260,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,LAIRON COLLEGE PREPATORY ACADEMY, ,,,
6047237,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,LOS ARBOLES LITERACY AND TECHNOLOGY ACADEMY, ,,,
6047245,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,MCKINLEY ELEMENTARY, ,,,
108696,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,RAMBLEWOOD ELEMENTARY, ,,,
6067201,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,ROBERT F. KENNEDY ELEMENTARY, ,,,
123299,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,ROCKETSHIP MOSAIC ELEMENTARY,60,0,0,55
128108,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,ROCKETSHIP SPARK ACADEMY,159,0,0,132
6047252,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,SANTEE ELEMENTARY, ,,,
6115943,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,"SHIRAKAWA -GEORGE, SR.- ELEMENTARY", ,,,
6071542,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,STONEGATE ELEMENTARY, ,,,
111849,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,SUCCESS ACADEMY, ,,,
113662,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,VOICES COLLEGE-BOUND LANGUAGE ACADEMY,53,0,2,51
6105795,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,WINDMILL SPRINGS ELEMENTARY, ,,,
6116461,SANTA CLARA,PUBLIC,GILROY UNIFIED,GILROY,ANTONIO DEL BUONO ELEMENTARY,139,0,1,136
6047294,SANTA CLARA,PUBLIC,GILROY UNIFIED,GILROY,EL ROBLE ELEMENTARY,146,0,0,146
6047302,SANTA CLARA,PUBLIC,GILROY UNIFIED,GILROY,ELIOT ELEMENTARY,129,0,0,128
123760,SANTA CLARA,PUBLIC,GILROY UNIFIED,GILROY,GILROY PREP,59,0,2,57
6047310,SANTA CLARA,PUBLIC,GILROY UNIFIED,GILROY,GLEN VIEW ELEMENTARY,95,0,0,94
6047328,SANTA CLARA,PUBLIC,GILROY UNIFIED,GILROY,LAS ANIMAS ELEMENTARY,85,0,0,85
6047286,SANTA CLARA,PUBLIC,GILROY UNIFIED,GILROY,LUIGI APREA ELEMENTARY,100,0,4,96
6106991,SANTA CLARA,PUBLIC,GILROY UNIFIED,GILROY,ROD KELLEY ELEMENTARY,131,0,1,130
